Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
22,11265,481,25.4%,0.145,0.265,13.9%,49.2%,36.9%,23.1%,50.9%,26.0%,570731,2B,73,225,2014
26,11761,125,45.6%,0.11,0.265,30.0%,40.0%,30.0%,13.5%,48.1%,38.5%,592685,CF,73,200,2018
26,13853,104,15.4%,0.042,0.265,21.0%,54.3%,24.7%,15.9%,53.7%,30.5%,621563,2B,73,200,2016
32,5450,166,21.7%,0.05,0.265,18.3%,45.2%,36.5%,17.1%,54.3%,28.6%,537953,LF,70,195,2015
25,17719,281,27.8%,0.107,0.265,21.4%,50.0%,28.6%,18.3%,49.5%,32.3%,621453,CF,74,189,2019
26,7244,178,32.6%,0.126,0.265,18.2%,40.0%,41.8%,20.7%,51.4%,27.9%,489138,1B,74,220,2013
28,6547,430,17.0%,0.076,0.265,20.7%,48.8%,30.6%,16.2%,58.5%,25.3%,474568,SS,75,210,2015
25,5913,50,26.0%,0.125,0.265,20.0%,54.3%,25.7%,31.4%,42.9%,25.7%,544725,CF,68,180,2016
34,2158,267,15.0%,0.072,0.265,23.0%,43.5%,33.5%,22.0%,59.5%,18.5%,425785,3B,73,205,2013
25,8418,134,14.9%,0.08,0.265,14.4%,53.3%,32.2%,27.4%,54.7%,17.9%,501303,SS,73,195,2015
22,11173,248,14.9%,0.073,0.265,19.7%,51.5%,28.8%,19.7%,49.5%,30.8%,570805,RF,74,200,2014
28,11680,332,16.9%,0.066,0.265,21.3%,47.4%,31.3%,26.7%,41.8%,31.5%,553869,C,73,220,2019
24,5343,220,14.1%,0.092,0.265,14.0%,51.2%,34.8%,27.7%,54.2%,18.1%,543063,SS,74,227,2011
25,10322,248,22.2%,0.086,0.265,21.6%,53.3%,25.1%,18.9%,51.1%,30.0%,542454,CF,71,185,2016
25,9063,466,14.8%,0.076,0.265,22.7%,49.0%,28.3%,15.3%,63.8%,21.0%,506560,SS,66,160,2014
23,11339,237,28.3%,0.077,0.265,22.1%,39.0%,39.0%,25.8%,51.6%,22.6%,545350,CF,76,220,2014
22,6012,21,23.8%,0,0.265,13.3%,66.7%,20.0%,0.0%,100.0%,0.0%,544369,SS,75,205,2012
28,17016,8,37.5%,0.125,0.265,0.0%,60.0%,40.0%,0.0%,40.0%,60.0%,628329,RF,69,195,2016
27,7802,214,12.6%,0.077,0.265,20.2%,54.0%,25.8%,22.9%,57.1%,20.0%,500743,SS,71,195,2016
28,4900,431,23.2%,0.094,0.265,18.7%,47.3%,33.9%,20.6%,54.5%,25.0%,435180,2B,71,185,2012
27,9134,275,34.2%,0.16,0.265,17.2%,41.7%,41.1%,17.8%,49.7%,32.5%,452095,C,76,260,2013
38,847,238,29.8%,0.146,0.265,20.1%,35.2%,44.7%,12.6%,56.0%,31.5%,150093,LF,73,195,2014
25,9810,340,17.1%,0.098,0.265,20.6%,41.5%,37.9%,21.5%,56.6%,21.9%,572821,2B,71,200,2012
33,7324,155,26.5%,0.115,0.265,21.4%,49.0%,29.6%,18.5%,48.5%,33.0%,460269,C,74,230,2016
25,12409,86,37.2%,0.205,0.265,7.8%,51.0%,41.2%,21.6%,51.0%,27.5%,607387,LF,74,205,2015
24,13809,114,26.3%,0.04,0.265,21.5%,58.5%,20.0%,30.6%,51.4%,18.1%,608672,2B,72,210,2015
27,10346,223,31.8%,0.173,0.265,19.0%,31.4%,49.6%,18.6%,40.7%,40.7%,571974,C,71,205,2018
27,1433,504,20.0%,0.128,0.265,19.6%,55.5%,24.9%,15.5%,58.1%,26.4%,467092,C,73,245,2015
25,5963,133,18.0%,0.083,0.265,22.9%,40.6%,36.5%,16.8%,59.4%,23.8%,449082,LF,72,205,2010
33,6589,173,34.7%,0.147,0.264,19.1%,32.6%,48.3%,26.7%,46.7%,26.7%,446481,2B,72,200,2018
27,13419,53,41.5%,0.224,0.264,11.1%,37.0%,51.9%,18.5%,59.3%,22.2%,572233,1B,72,220,2018
28,6003,86,24.4%,0.026,0.264,11.8%,78.4%,9.8%,17.5%,57.9%,24.6%,468429,LF,69,185,2012
24,4034,17,47.1%,0.067,0.264,28.6%,42.9%,28.6%,28.6%,57.1%,14.3%,451143,3B,73,220,2010
22,17326,159,25.2%,0.15,0.264,23.6%,49.1%,27.4%,18.5%,49.1%,32.4%,657061,SS,75,205,2019
44,411,182,9.9%,0.054,0.264,24.0%,38.7%,37.3%,31.6%,54.2%,14.2%,123744,SS,69,180,2011
22,11899,38,28.9%,0,0.264,23.5%,35.3%,41.2%,11.1%,61.1%,27.8%,592626,CF,73,220,2014
34,5133,506,12.5%,0.092,0.264,20.2%,51.7%,28.1%,21.1%,55.5%,23.4%,493351,SS,74,180,2016
27,4751,181,29.3%,0.144,0.264,13.0%,48.0%,39.0%,24.6%,50.0%,25.4%,471107,SS,73,190,2011
27,11145,161,19.3%,0.061,0.264,20.0%,49.6%,30.4%,23.9%,56.4%,19.7%,518568,2B,70,195,2016
35,443,330,8.2%,0.058,0.264,24.9%,50.6%,24.5%,20.2%,64.5%,15.3%,334393,LF,70,180,2013
24,14691,10,20.0%,0,0.264,12.5%,62.5%,25.0%,12.5%,37.5%,50.0%,605612,2B,72,180,2018
25,10807,254,20.1%,0.11,0.264,23.0%,53.6%,23.5%,23.8%,58.2%,18.0%,573135,3B,72,200,2015
36,8610,201,12.9%,0.059,0.264,17.2%,54.5%,28.3%,11.0%,47.6%,41.4%,434778,1B,73,242,2019
31,3336,451,11.1%,0.067,0.264,20.8%,42.2%,36.9%,18.3%,60.6%,21.1%,430948,3B,69,225,2014
29,5950,72,43.1%,0.206,0.264,11.4%,45.7%,42.9%,24.3%,37.8%,37.8%,456655,3B,75,225,2014
24,15055,43,39.5%,0.231,0.264,13.0%,30.4%,56.5%,13.0%,34.8%,52.2%,624513,C,72,175,2019
28,8259,442,16.5%,0.093,0.264,17.3%,40.9%,41.8%,15.1%,53.8%,31.1%,435559,C,71,210,2012
24,4672,326,33.7%,0.14,0.264,15.3%,42.6%,42.1%,20.9%,52.2%,26.9%,516809,LF,74,230,2014
23,5751,6,16.7%,0,0.263,0.0%,50.0%,50.0%,0.0%,50.0%,50.0%,541650,3B,73,215,2014
26,11611,119,22.7%,0.114,0.263,19.7%,46.1%,34.2%,15.2%,58.2%,26.6%,594011,RF,75,195,2019
23,17098,203,23.2%,0.13,0.263,19.7%,40.8%,39.5%,17.7%,42.9%,39.5%,641583,CF,72,190,2018
34,6265,26,23.1%,0.167,0.263,11.1%,38.9%,50.0%,5.6%,72.2%,22.2%,444843,RF,74,210,2016
25,10473,117,19.7%,0.107,0.263,11.1%,48.1%,40.7%,17.3%,51.9%,30.9%,596144,3B,73,210,2018
28,3395,462,19.5%,0.096,0.263,22.9%,40.5%,36.6%,15.5%,66.6%,17.9%,460060,SS,70,200,2012
27,15279,38,31.6%,0.03,0.263,23.8%,66.7%,9.5%,19.1%,66.7%,14.3%,643265,1B,78,230,2018
30,10953,68,23.5%,0.046,0.263,24.5%,40.8%,34.7%,12.2%,40.8%,46.9%,594838,2B,73,200,2019
29,3402,181,21.5%,0.073,0.263,19.7%,50.0%,30.3%,17.5%,63.5%,19.1%,460067,CF,70,190,2013
25,6656,16,18.8%,0,0.263,25.0%,58.3%,16.7%,33.3%,33.3%,33.3%,543321,RF,72,200,2015
23,13419,19,47.4%,0.222,0.263,33.3%,33.3%,33.3%,0.0%,66.7%,33.3%,572233,1B,72,220,2014
34,3312,209,16.7%,0.061,0.263,24.7%,46.9%,28.4%,13.0%,56.8%,30.3%,445988,3B,72,215,2018
31,2430,362,17.7%,0.095,0.263,20.7%,46.7%,32.6%,21.6%,59.4%,19.1%,446381,2B,70,180,2017
26,6402,30,23.3%,0,0.263,22.2%,61.1%,16.7%,5.6%,72.2%,22.2%,543569,3B,74,230,2013
28,11385,39,25.6%,0.118,0.263,8.3%,50.0%,41.7%,16.7%,50.0%,33.3%,544925,LF,74,210,2016
23,5514,110,19.1%,0.119,0.263,19.8%,42.0%,38.3%,12.4%,63.0%,24.7%,524968,C,75,235,2013
27,8029,209,22.0%,0.09,0.263,12.1%,52.3%,35.6%,19.1%,51.5%,29.4%,453531,C,73,220,2010
33,9272,352,39.5%,0.147,0.263,23.4%,38.0%,38.6%,11.1%,50.9%,38.0%,448801,1B,75,230,2019
28,7244,200,22.5%,0.16,0.263,17.5%,39.9%,42.7%,16.1%,53.9%,30.1%,489138,1B,74,220,2015
24,17975,484,26.0%,0.113,0.263,24.2%,35.0%,40.8%,23.0%,50.5%,26.6%,664068,SS,70,180,2018
25,9767,328,20.4%,0.061,0.262,24.0%,54.1%,21.8%,24.9%,51.8%,23.3%,571825,CF,76,200,2014
23,17838,108,22.2%,0.111,0.262,19.5%,39.0%,41.6%,19.5%,55.8%,24.7%,641432,LF,68,187,2018
31,6335,359,19.5%,0.06,0.262,19.7%,53.7%,26.6%,17.6%,63.2%,19.2%,435560,SS,69,185,2013
25,49,6,33.3%,0,0.262,0.0%,33.3%,66.7%,0.0%,100.0%,0.0%,452035,LF,78,265,2012
26,9628,201,24.4%,0.1,0.262,20.3%,39.1%,40.6%,34.1%,44.2%,21.7%,502374,C,70,205,2011
29,6266,80,8.8%,0.027,0.262,19.1%,51.5%,29.4%,29.6%,50.7%,19.7%,543706,LF,71,200,2015
26,16885,56,35.7%,0.182,0.262,20.0%,45.7%,34.3%,8.6%,65.7%,25.7%,658069,1B,74,209,2019
23,9911,78,26.9%,0.143,0.262,14.0%,32.0%,54.0%,16.0%,58.0%,26.0%,474892,1B,76,245,2010
23,11602,420,19.3%,0.103,0.262,22.8%,54.1%,23.1%,21.6%,56.2%,22.2%,570560,2B,71,185,2015
28,7927,329,11.2%,0.045,0.262,23.9%,41.6%,34.6%,23.1%,59.6%,17.3%,519299,2B,70,185,2014
27,2677,262,14.5%,0.073,0.262,25.4%,48.8%,25.8%,16.6%,60.7%,22.8%,457574,1B,73,200,2013
33,1281,63,30.2%,0.189,0.262,28.6%,28.6%,42.9%,25.7%,45.7%,28.6%,407893,1B,75,225,2013
29,10619,106,23.6%,0.097,0.262,23.5%,44.1%,32.4%,7.3%,59.4%,33.3%,571679,C,75,225,2018
27,3179,202,17.3%,0.131,0.262,14.3%,42.9%,42.9%,29.5%,52.1%,18.5%,425900,C,69,215,2011
24,19635,61,31.1%,0.054,0.262,31.6%,42.1%,26.3%,13.2%,44.7%,42.1%,641914,2B,72,218,2019
27,13369,156,23.7%,0.063,0.262,20.2%,55.8%,24.0%,31.2%,41.3%,27.5%,570481,2B,75,205,2019
25,13301,133,18.0%,0.071,0.262,18.6%,51.2%,30.2%,23.6%,47.2%,29.2%,571970,1B,72,218,2016
34,3448,203,30.0%,0.108,0.262,23.2%,41.6%,35.2%,16.7%,52.4%,31.0%,425772,C,72,205,2017
27,2280,60,28.3%,0.086,0.262,9.8%,53.7%,36.6%,17.1%,70.7%,12.2%,453181,1B,74,215,2012
28,4464,155,18.1%,0.061,0.262,24.0%,31.7%,44.2%,22.9%,47.6%,29.5%,488689,RF,72,205,2013
38,3708,26,19.2%,0.2,0.262,31.6%,42.1%,26.3%,20.0%,60.0%,20.0%,434658,CF,70,195,2019
33,2041,97,26.8%,0.056,0.262,27.0%,49.2%,23.8%,27.0%,34.9%,38.1%,407833,C,75,245,2014
25,13757,65,23.1%,0.148,0.262,22.2%,44.4%,33.3%,17.4%,56.5%,26.1%,621035,SS,73,196,2016
29,5485,24,29.2%,0.182,0.262,20.0%,33.3%,46.7%,26.7%,40.0%,33.3%,517369,2B,72,220,2019
33,3448,132,27.3%,0.095,0.261,15.9%,40.9%,43.2%,19.8%,53.9%,26.4%,425772,C,72,205,2016
29,9854,88,18.2%,0.048,0.261,14.9%,56.7%,28.4%,20.9%,58.2%,20.9%,519068,1B,72,210,2015
23,11379,203,26.6%,0.104,0.261,17.1%,55.3%,27.6%,22.7%,56.8%,20.5%,592261,CF,69,200,2016
34,9682,312,32.1%,0.128,0.261,22.2%,35.4%,42.3%,16.2%,53.3%,30.5%,489267,SS,74,200,2017
23,6013,58,19.0%,0.057,0.261,17.5%,57.5%,25.0%,20.9%,48.8%,30.2%,542436,SS,72,185,2015
29,3837,49,30.6%,0.159,0.261,6.7%,56.7%,36.7%,20.0%,50.0%,30.0%,518500,RF,72,200,2014
27,2900,184,23.9%,0.111,0.261,15.5%,53.6%,30.9%,22.2%,53.0%,24.8%,547379,C,71,220,2016
31,3878,340,14.4%,0.061,0.261,18.6%,41.7%,39.7%,20.8%,62.0%,17.3%,455755,C,76,215,2013
24,6777,47,23.4%,0.05,0.261,17.2%,72.4%,10.3%,30.0%,50.0%,20.0%,543629,SS,71,180,2014
26,11470,216,15.3%,0.115,0.261,15.4%,57.0%,27.5%,17.9%,60.9%,21.2%,547172,C,70,197,2018
28,2225,136,11.8%,0.049,0.261,18.1%,44.8%,37.1%,19.6%,53.3%,27.1%,430652,CF,69,195,2010
31,6310,531,13.9%,0.082,0.261,21.6%,46.2%,32.2%,20.1%,49.5%,30.3%,444876,SS,73,205,2018
27,7250,162,25.9%,0.138,0.261,11.2%,51.4%,37.4%,26.6%,48.7%,24.8%,518577,LF,69,190,2013
24,12926,234,22.2%,0.124,0.261,15.9%,50.6%,33.5%,26.6%,52.1%,21.3%,593700,2B,72,170,2017
22,14551,31,25.8%,0.1,0.261,34.8%,21.7%,43.5%,21.7%,39.1%,39.1%,623993,RF,74,190,2017
24,10473,153,25.5%,0.091,0.261,22.9%,41.9%,35.2%,19.1%,52.4%,28.6%,596144,3B,73,210,2017
23,14103,173,23.7%,0.113,0.261,13.4%,56.3%,30.4%,17.9%,49.1%,33.0%,547004,3B,73,210,2017
30,9682,166,20.5%,0.136,0.261,15.0%,47.8%,37.2%,12.7%,64.4%,22.9%,489267,SS,74,200,2013
34,1609,149,15.4%,0.082,0.26,20.4%,38.1%,41.6%,17.1%,53.0%,29.9%,408299,2B,71,195,2016
32,4062,334,22.5%,0.118,0.26,18.3%,42.2%,39.4%,19.7%,46.3%,33.9%,451594,CF,77,195,2018
33,1830,493,21.5%,0.092,0.26,19.9%,37.3%,42.8%,25.1%,57.4%,17.6%,425549,SS,73,200,2012
30,9362,12,41.7%,0.1,0.26,20.0%,20.0%,60.0%,20.0%,40.0%,40.0%,446192,C,75,220,2014
32,6878,88,25.0%,0.067,0.26,23.1%,42.3%,34.6%,23.6%,50.9%,25.5%,458085,LF,72,195,2017
31,3395,249,19.7%,0.071,0.26,24.2%,43.9%,31.8%,18.6%,52.9%,28.5%,460060,SS,70,200,2015
25,13355,126,28.6%,0.134,0.26,14.5%,47.0%,38.6%,16.3%,50.0%,33.7%,571912,C,75,225,2016
29,3878,183,9.8%,0.105,0.26,16.2%,35.3%,48.5%,29.3%,49.7%,21.1%,455755,C,76,215,2011
29,9433,126,28.6%,0.125,0.26,23.7%,30.3%,46.1%,22.1%,54.6%,23.4%,572863,C,74,205,2017
23,8722,217,18.9%,0.082,0.26,22.2%,41.2%,36.6%,25.3%,46.8%,27.9%,488771,C,75,215,2010
25,16357,157,22.9%,0.119,0.26,13.2%,47.2%,39.6%,20.6%,45.8%,33.6%,622569,LF,68,175,2019
32,1824,144,19.4%,0.109,0.26,18.2%,47.3%,34.5%,18.0%,51.4%,30.6%,279827,C,70,215,2012
24,4903,607,20.6%,0.115,0.26,17.7%,43.9%,38.3%,18.3%,52.2%,29.5%,518625,3B,74,220,2014
24,19339,402,12.7%,0.084,0.26,15.6%,62.2%,22.2%,19.3%,55.3%,25.4%,670032,2B,71,175,2019
22,3154,70,34.3%,0.145,0.26,22.0%,41.5%,36.6%,9.8%,46.3%,43.9%,502126,LF,77,225,2010
25,9854,12,8.3%,0.1,0.259,11.1%,44.4%,44.4%,10.0%,70.0%,20.0%,519068,1B,72,210,2011
27,5519,124,12.1%,0.053,0.259,21.4%,39.8%,38.8%,17.2%,50.5%,32.3%,514913,SS,71,200,2017
24,12434,110,26.4%,0.127,0.259,16.7%,36.1%,47.2%,24.0%,58.7%,17.3%,607680,CF,72,210,2013
34,1135,196,12.2%,0.045,0.259,20.8%,49.4%,29.9%,25.3%,53.2%,21.5%,150275,C,71,200,2013
29,12547,333,32.7%,0.169,0.259,18.8%,40.9%,40.4%,19.4%,42.7%,37.9%,543308,1B,74,230,2019
30,9308,102,26.5%,0.14,0.259,14.7%,44.1%,41.2%,16.2%,58.8%,25.0%,572033,C,70,225,2018
24,15189,47,29.8%,0.091,0.259,23.3%,50.0%,26.7%,23.3%,46.7%,30.0%,640460,LF,74,210,2019
30,4583,228,18.0%,0.071,0.259,17.2%,46.9%,35.9%,24.2%,55.3%,20.5%,453454,SS,69,180,2011
27,4906,198,15.2%,0.054,0.259,14.0%,55.4%,30.6%,20.6%,57.5%,21.9%,471868,2B,70,195,2010
28,8392,209,21.5%,0.119,0.259,19.3%,44.3%,36.4%,22.9%,56.9%,20.1%,518614,2B,70,190,2015
27,10322,32,34.4%,0.107,0.259,29.4%,35.3%,35.3%,29.4%,35.3%,35.3%,542454,CF,71,185,2018
27,12244,90,24.4%,0.128,0.259,19.6%,39.3%,41.1%,21.4%,48.2%,30.4%,595426,1B,74,190,2017
25,18607,87,40.2%,0.127,0.259,27.3%,38.6%,34.1%,13.6%,31.8%,54.6%,665120,1B,72,210,2019
23,15694,184,35.9%,0.088,0.259,12.9%,47.3%,39.8%,13.8%,53.2%,33.0%,642082,C,74,195,2018
36,2579,320,13.4%,0.074,0.259,22.3%,44.2%,33.5%,20.8%,63.3%,15.9%,434563,C,70,215,2015
27,697,497,29.8%,0.171,0.259,19.5%,36.6%,43.9%,19.8%,47.9%,32.3%,450317,C,73,210,2013
26,7002,270,22.2%,0.149,0.259,20.6%,37.2%,42.2%,17.1%,46.2%,36.7%,519025,3B,75,220,2015
21,15519,76,43.4%,0.155,0.259,21.1%,28.9%,50.0%,15.8%,50.0%,34.2%,620439,2B,74,173,2017
35,1554,66,21.2%,0.094,0.259,22.0%,42.0%,36.0%,22.0%,54.0%,24.0%,276547,CF,72,200,2013
23,13895,43,18.6%,0.077,0.258,12.5%,59.4%,28.1%,34.4%,43.8%,21.9%,623143,C,74,193,2015
29,4511,177,25.4%,0.1,0.258,12.3%,46.5%,41.2%,24.1%,49.1%,26.7%,433597,3B,75,230,2011
36,918,196,16.3%,0.136,0.258,20.8%,53.2%,26.0%,16.0%,53.2%,30.8%,150421,C,72,220,2012
31,2578,47,31.9%,0.159,0.258,18.5%,48.1%,33.3%,20.0%,46.7%,33.3%,488721,CF,73,190,2018
31,7462,313,28.1%,0.12,0.258,20.4%,46.9%,32.7%,16.8%,50.0%,33.2%,461858,3B,74,215,2017
31,7888,182,22.5%,0.075,0.258,21.0%,61.3%,17.6%,17.2%,59.8%,23.0%,475247,2B,75,205,2018
40,1274,243,27.6%,0.151,0.258,18.6%,46.0%,35.4%,23.0%,47.8%,29.2%,121347,3B,75,230,2016
23,9875,155,39.4%,0.126,0.258,28.8%,41.3%,30.0%,20.9%,48.8%,30.2%,477054,LF,70,200,2011
31,2158,176,22.2%,0.135,0.258,13.7%,33.1%,53.2%,24.0%,51.2%,24.8%,425785,3B,73,205,2010
32,3179,334,21.3%,0.115,0.258,21.0%,34.8%,44.2%,20.6%,53.4%,26.1%,425900,C,69,215,2016
26,5107,145,23.4%,0.134,0.258,19.1%,46.8%,34.0%,17.0%,55.3%,27.7%,527043,1B,73,220,2017
29,12325,108,22.2%,0.11,0.258,24.7%,42.9%,32.5%,14.3%,50.7%,35.1%,607054,2B,72,215,2019
31,1904,177,20.9%,0.086,0.258,19.1%,42.6%,38.3%,17.4%,54.8%,27.8%,425560,1B,74,205,2011
24,7610,294,18.7%,0.092,0.258,15.0%,56.0%,29.0%,18.1%,59.5%,22.4%,453974,C,73,205,2010
24,12160,57,28.1%,0.104,0.258,21.9%,43.8%,34.4%,20.0%,54.3%,25.7%,592325,LF,71,185,2016
25,8385,150,20.0%,0.088,0.258,20.0%,58.1%,21.9%,9.1%,75.5%,15.5%,465753,SS,74,185,2012
23,16411,80,28.8%,0.081,0.258,18.0%,50.0%,32.0%,20.4%,50.0%,29.6%,620446,SS,72,195,2019
30,5384,285,26.3%,0.112,0.258,18.3%,46.7%,35.0%,18.3%,57.5%,24.2%,501571,CF,73,215,2019
27,5199,36,36.1%,0.059,0.258,19.0%,42.9%,38.1%,9.5%,71.4%,19.1%,460003,C,72,210,2011
26,14441,58,19.0%,0.034,0.257,34.0%,55.3%,10.6%,19.2%,57.5%,23.4%,625329,LF,77,200,2013
24,6732,113,16.8%,0.066,0.257,22.7%,53.4%,23.9%,14.8%,54.6%,30.7%,501660,LF,72,205,2013
29,8055,96,37.5%,0.136,0.257,15.4%,50.0%,34.6%,20.8%,49.1%,30.2%,444448,SS,73,195,2012
37,941,343,10.2%,0.087,0.257,13.3%,55.2%,31.5%,33.1%,49.2%,17.8%,123173,SS,69,220,2011
36,395,245,11.0%,0.079,0.257,20.0%,37.9%,42.1%,24.9%,62.4%,12.7%,150348,SS,69,185,2011
24,11846,52,23.1%,0.196,0.257,23.5%,47.1%,29.4%,25.0%,50.0%,25.0%,547982,CF,74,200,2012
30,1790,152,19.7%,0.071,0.257,15.6%,42.2%,42.2%,18.2%,67.3%,14.6%,425548,3B,74,190,2010
24,10556,125,26.4%,0.044,0.257,26.0%,53.2%,20.8%,20.5%,60.2%,19.3%,514917,2B,70,160,2014
26,11875,206,20.4%,0.115,0.257,17.7%,44.9%,37.4%,22.7%,42.2%,35.1%,500135,2B,72,200,2018
25,10950,77,26.0%,0.151,0.257,20.8%,37.7%,41.5%,26.4%,39.6%,34.0%,594807,LF,73,215,2014
32,6589,153,37.3%,0.129,0.257,21.6%,39.2%,39.2%,18.4%,46.1%,35.5%,446481,2B,72,200,2017
24,11376,280,24.6%,0.138,0.257,13.4%,49.7%,36.9%,21.4%,52.9%,25.7%,574831,LF,72,230,2014
25,9774,184,21.2%,0.081,0.257,25.0%,59.8%,15.2%,19.6%,52.6%,27.8%,543877,C,69,195,2016
24,15115,44,54.5%,0.132,0.257,21.4%,42.9%,35.7%,7.1%,42.9%,50.0%,622226,LF,78,235,2018
29,6564,201,16.4%,0.082,0.257,17.2%,46.3%,36.6%,25.0%,56.6%,18.4%,435064,C,72,230,2012
25,11339,311,26.7%,0.122,0.257,19.3%,45.2%,35.5%,21.1%,52.6%,26.3%,545350,CF,76,220,2016
31,8585,409,17.4%,0.143,0.257,16.1%,43.0%,40.9%,19.2%,47.4%,33.4%,435358,SS,70,205,2013
37,1392,101,17.8%,0.059,0.257,13.4%,59.7%,26.9%,15.9%,69.6%,14.5%,136660,3B,73,215,2012
27,8155,391,22.0%,0.067,0.257,20.8%,66.9%,12.3%,20.8%,60.9%,18.3%,465784,SS,70,190,2014
26,13325,188,32.4%,0.123,0.257,23.1%,52.8%,24.1%,18.3%,54.8%,27.0%,571918,3B,72,190,2017
25,9689,354,14.1%,0.056,0.257,18.8%,57.7%,23.5%,16.7%,60.5%,22.8%,489365,C,73,230,2012
27,3209,118,18.6%,0.076,0.257,19.4%,52.8%,27.8%,20.2%,47.6%,32.1%,474865,CF,72,195,2013
25,10323,202,11.4%,0.059,0.257,17.6%,57.2%,25.2%,23.0%,55.2%,21.8%,542364,LF,71,160,2016
38,242,224,22.8%,0.111,0.257,22.6%,40.9%,36.5%,19.5%,54.1%,26.4%,117244,1B,74,220,2014
21,15722,227,23.8%,0.089,0.256,14.5%,53.1%,32.4%,24.7%,52.0%,23.3%,642707,LF,73,175,2017
26,12758,75,17.3%,0.031,0.256,23.1%,44.2%,32.7%,12.7%,56.4%,30.9%,591971,2B,71,160,2018
30,9981,234,23.5%,0.142,0.256,16.6%,44.8%,38.7%,23.9%,47.9%,28.2%,459431,LF,76,225,2017
28,12859,457,25.4%,0.094,0.256,22.3%,38.4%,39.4%,17.3%,46.3%,36.4%,543510,C,75,225,2018
32,4900,24,16.7%,0,0.256,20.0%,50.0%,30.0%,25.0%,50.0%,25.0%,435180,2B,71,185,2016
37,454,259,18.9%,0.126,0.256,19.8%,45.8%,34.4%,19.8%,48.4%,31.8%,346874,3B,72,245,2016
29,9345,164,20.7%,0.043,0.256,16.8%,59.8%,23.4%,21.3%,57.4%,21.3%,571788,2B,68,180,2017
27,10459,547,13.3%,0.075,0.256,22.2%,47.8%,30.0%,19.1%,48.6%,32.3%,588751,SS,72,195,2016
21,16411,75,37.3%,0.103,0.256,38.5%,38.5%,23.1%,19.5%,43.9%,36.6%,620446,SS,72,195,2017
36,5986,97,15.5%,0.058,0.256,21.1%,47.9%,31.0%,28.4%,62.2%,9.5%,449107,SS,70,205,2017
29,5305,13,38.5%,0,0.256,28.6%,57.1%,14.3%,14.3%,71.4%,14.3%,502100,LF,70,195,2015
24,4146,173,24.3%,0.109,0.256,17.6%,58.3%,24.1%,12.2%,60.0%,27.8%,491676,CF,73,196,2012
28,7740,105,23.8%,0.146,0.256,20.9%,41.8%,37.3%,18.3%,57.8%,23.9%,571841,2B,72,180,2017
26,4652,154,24.0%,0.167,0.256,20.4%,46.3%,33.3%,16.5%,53.2%,30.3%,459943,C,73,220,2010
26,10698,102,34.3%,0.128,0.256,13.6%,52.5%,33.9%,22.0%,52.5%,25.4%,592609,3B,74,210,2015
30,4243,155,25.8%,0.096,0.256,19.4%,46.9%,33.7%,15.2%,60.6%,24.2%,446653,C,73,205,2015
29,9308,161,16.1%,0.134,0.256,16.9%,35.5%,47.6%,15.3%,55.7%,29.0%,572033,C,70,225,2017
30,5588,74,32.4%,0.141,0.256,17.9%,28.2%,53.8%,23.8%,57.1%,19.1%,430574,CF,75,210,2012
28,8175,81,17.3%,0.041,0.256,16.7%,56.7%,26.7%,25.0%,50.0%,25.0%,455126,3B,71,205,2014
30,1698,299,19.1%,0.096,0.256,14.9%,42.8%,42.3%,15.8%,54.3%,29.9%,408042,C,73,230,2010
32,17182,185,32.4%,0.227,0.256,21.2%,40.7%,38.1%,13.3%,46.0%,40.7%,628356,3B,72,210,2019
28,11241,24,29.2%,0.045,0.256,26.7%,53.3%,20.0%,40.0%,46.7%,13.3%,502273,2B,72,195,2016
24,8418,106,20.8%,0.062,0.256,25.0%,35.5%,39.5%,32.1%,50.0%,18.0%,501303,SS,73,195,2014
24,13768,96,25.0%,0.133,0.256,9.5%,63.5%,27.0%,29.4%,57.4%,13.2%,608671,CF,75,185,2015
26,12983,157,24.2%,0.056,0.256,19.8%,55.7%,24.5%,19.8%,48.1%,32.1%,605508,LF,72,185,2019
23,17278,49,40.8%,0.178,0.256,24.0%,44.0%,32.0%,8.0%,48.0%,44.0%,656252,1B,73,225,2019
24,12859,12,16.7%,0.083,0.255,60.0%,20.0%,20.0%,40.0%,50.0%,10.0%,543510,C,75,225,2014
25,7995,62,29.0%,0.074,0.255,17.6%,55.9%,26.5%,18.4%,50.0%,31.6%,518545,CF,70,200,2012
29,3817,204,11.3%,0.047,0.255,18.0%,52.3%,29.7%,22.0%,61.9%,16.2%,435078,SS,73,185,2014
24,2495,262,30.5%,0.098,0.255,19.5%,55.2%,25.3%,25.0%,46.2%,28.9%,476883,3B,75,250,2011
28,6073,486,12.3%,0.071,0.255,17.9%,47.2%,34.9%,25.6%,53.5%,21.0%,453895,SS,73,190,2010
28,11167,118,26.3%,0.037,0.255,18.4%,59.2%,22.4%,7.9%,61.8%,30.3%,592710,SS,71,186,2017
30,1824,276,21.4%,0.083,0.255,19.1%,46.7%,34.2%,24.2%,56.5%,19.3%,279827,C,70,215,2010
24,17548,147,30.6%,0.156,0.255,21.3%,34.8%,43.8%,17.8%,52.2%,30.0%,621493,3B,73,200,2018
26,15197,218,21.1%,0.085,0.255,20.7%,40.0%,39.3%,19.7%,44.9%,35.4%,641319,2B,69,158,2018
